,condition,chat_id,user_id,target_behaviour,readiness_to_change_start,utterance_id,turn_id,datetime,user_utterance,valence,valence_score,label,label_score,sublabel,sublabel_score,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,user_word_count,harmful,Harmful Types,Advice Subtype,Giving Facts Subtype,Request for Advise/Information
39,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1223,4,2023-08-09 12:54:57.263025,10,,0.0,,0.0,,0.0,,2023-08-09 12:54:58.943153,Eine 10. Das klingt als stündest du dieser Veränderung sehr zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 9 oder weniger angegeben?,,,1,,,,,
40,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1224,5,2023-08-09 12:55:15.098263,weil ich es unbedingt will,change,0.998192727565765,Reason,0.998440802097321,desire,0.992288887500763,,2023-08-09 12:55:24.489226,"Das ist eine starke Motivation! Du bist also bereit, diese Veränderung in Angriff zu nehmen, weil du es wirklich willst. Nun, was wären die nächsten kleinen Schritte, die du unternehmen könntest, um weniger zu prokrastinieren",gut/hilfreich,,5,,,,,
41,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1226,6,2023-08-09 12:56:11.889517,Einen Lernplan bzw einen Todoplan zu erstellen,change,0.999033570289612,Commitment,0.930151045322418,,,,2023-08-09 12:56:18.660307,Ein Lern- oder To-Do-Plan klingt nach einer großartigen Idee! Auf diese Weise kannst du deine Aufgaben und Ziele klar definieren und strukturieren. Wie würdest du damit anfangen,gut/hilfreich,,7,,,,,
42,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1228,7,2023-08-09 12:57:00.124839,Auf jeden Tag verteilt die wichtigsten Punkte aufschreiben,change,0.995736598968506,Commitment,0.997260570526123,,,,2023-08-09 12:57:05.78612,"Tolle Idee! Das klingt nach einem sehr praktischen und machbaren Ansatz. Wie fühlst du dich dabei, diesen Plan umzusetzen",gut/hilfreich,,8,,,,,
43,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1231,8,2023-08-09 12:57:31.288424,sehr gut!,change,0.995062530040741,Reason,0.788391590118408,General Reason,0.992991805076599,,2023-08-09 12:57:39.860667,"Das ist super zu hören! Es klingt so, als hättest du einen soliden Plan und bist bereit, diesen umzusetzen. Denk daran, es ist okay, wenn nicht alles perfekt läuft. Es geht darum, Fortschritte zu machen und jeden Tag ein bisschen besser zu werden. Bleib dran und viel Erfolg!",gut/hilfreich,sehr motivierend,2,1,Advise,Encouragement,,
44,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1232,9,2023-08-09 12:58:16.088043,danke dir!,change,0.992945969104767,Reason,0.990476727485657,General Reason,0.791243672370911,,2023-08-09 12:58:25.026649,"Gern geschehen! Ich bin froh, dass ich dir helfen konnte. Zögere nicht, mich zu kontaktieren, wenn du weitere Unterstützung brauchst. Viel Erfolg bei deinem Vorhaben, weniger zu prokrastinieren! Du schaffst das!",gut/hilfreich,sehr motivierend,2,1,Feeling,,,
45,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1234,10,2023-08-09 12:59:10.687927,danke!,change,0.99543422460556,Reason,0.987628102302551,General Reason,0.483978122472763,Summary,2023-08-09 12:59:24.285813,"Lass mich unser bisheriges Gespräch zusammenfassen. Zusammenfassend kann man sagen, dass du weniger prokrastinieren möchtest, um produktiver zu sein. Du hast eine hohe Motivation und Bereitschaft (10 auf einer Skala von 0 bis 10), diese Veränderung durchzuführen, weil du es wirklich willst. Als ersten Schritt zur Umsetzung deines Ziels planst du, einen Lern- oder To-Do-Plan zu erstellen und die wichtigsten Punkte auf jeden Tag zu verteilen. Du fühlst dich sehr gut dabei, diesen Plan umzusetzen. Habe ich noch etwas vergessen?",gut/hilfreich,,1,,,,,
46,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1235,11,2023-08-09 13:00:17.887385,"nein, du hast nichts vergessen",change,0.8429856300354,Reason,0.998190104961395,General Reason,0.986006379127502,Next Steps,2023-08-09 13:00:19.577938,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,5,,,,,
47,no_system,106,599b3cedd0bcd10001dd939a,weniger prokrastinieren,7,1237,12,2023-08-09 13:01:36.973789,einen lernplan erstellen,change,0.99869292974472,Commitment,0.998144268989563,,,Goodbye,2023-08-09 13:01:38.620786,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,3,,,,,
48,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1225,1,2023-08-09 12:56:02.392583,start,,0.0,,0.0,,0.0,,2023-08-09 12:56:03.993154,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
49,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1227,2,2023-08-09 12:56:30.08849,Ich möchte mich gesünder ernähren,,0.0,,0.0,,0.0,,2023-08-09 12:56:31.718357,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,5,,,,,
50,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1229,3,2023-08-09 12:57:11.768488,Um ein besseres Körpergefühl zu erlangen und zufriedener mit meinem Körper zu sein. ,,0.0,,0.0,,0.0,,2023-08-09 12:57:15.31751,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,13,,,,,
51,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1230,4,2023-08-09 12:57:21.822289,0,,0.0,,0.0,,0.0,,2023-08-09 12:57:23.59744,Eine 5. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
52,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1233,5,2023-08-09 12:58:20.024309,"Ich schaffe es häufig nicht, gesündere Malzeiten zu mir zu nehmen, da diese oft länger in der Zubereitung brauchen",sustain,0.996605277061462,Reason,0.998342275619507,ability,0.990387380123138,Amplified,2023-08-09 12:58:30.704109,"Also du fühlst, dass gesunde Ernährung eine enorme Zeitinvestition ist, die du einfach nicht erbringen kannst. Gesunde Ernährung scheint für dich wie eine unüberwindbare Hürde zu sein, fast so, als müsstest du einen Marathon laufen, nur um eine gesunde Mahlzeit zu bekommen. Ist das korrekt",schlecht/unpassend,"Sie ist nicht unüberwindbar, und nicht im geringsten mit einem Marathon zu vergleichen. In vielen Situationen kann ich mich gesund ernähren, jedoch kommt es häufig vor, dass der Zeitaufwand zu enorm ist.",19,,,,,
53,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1236,6,2023-08-09 13:01:14.4266,"Nicht ganz. Der erste Teil ist korrekt, jedoch ist es in keiner Weise mit einem Marathon zu vergleichen. Ich schaffe es häufig, gesunde Malzeiten zuzubereiten, jedoch nicht oft genug und greife häufig noch zu ungesunden Malzeiten und snacks",change,0.995997667312622,Reason,0.970871090888977,ability,0.975195109844208,Digging Deep,2023-08-09 13:01:26.431439,"Es ist also eher eine Frage der Kontinuität und nicht der Unmöglichkeit, sich gesund zu ernähren. Du schaffst es ab und zu, aber es ist schwer für dich, es konsequent zu machen. Könntest du mehr darüber erzählen, was es für dich schwierig macht, diese gesunde Wahl konsequent zu treffen",gut/hilfreich,Erklärt das Phanomen gut,38,,,,,
54,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1240,7,2023-08-09 13:03:31.719556,"Meistens der Zeitaufwand, eine gesunde Mahlzeit zuzubereiten. Wenn ich Zeit habe und ausgeruht bin ist es kein Problem. Hatte ich jedoch einen langen Arbeitstag und bin körperlich erschöpft ist der Griff zur Tiefkühlpizza leichter als etwas gesundes zu kochen.",sustain,0.857005953788757,Reason,0.99461704492569,General Reason,0.994341731071472,Querying Extremes,2023-08-09 13:03:39.887131,"Es scheint, dass du bei Erschöpfung und Zeitmangel eher zu ungesunden Optionen greifst. Was wäre das Schlimmste, das passieren könnte, wenn du in diesen Momenten nicht zu einer gesünderen Option wechselst",gut/hilfreich,"ist okay, fasst aber nur zusammen",39,,,,,
55,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1243,8,2023-08-09 13:05:19.80232,"Da diese Momente häufig auftreten würden weiterhin ~20-30% meiner Hauptmahlzeiten recht ungesund ausfallen, was meinem Trainingsziel und meiner Körpervorstellung widerspricht",change,0.908182859420776,Reason,0.990016520023346,General Reason,0.99618798494339,Looking Back,2023-08-09 13:05:33.408645,"Es klingt so, als ob die gesunde Ernährung für dich ein wichtiger Teil deines Trainingsziels und deiner Körpervorstellung ist. Wenn du jetzt auf eine Zeit zurückblickst, in der du erfolgreich eine Veränderung vorgenommen hast oder in der das Leben allgemein besser war, was ist in dieser Zeit anders gewesen und was könntest du von dieser Zeit in die Gegenwart mitnehmen",schlecht/unpassend,Nicht zutreffend,20,,,,,
56,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1246,9,2023-08-09 13:06:56.685226,"Meine Ernährung war noch nie so gut wie aktuell, ist jedoch noch nicht so optimal wie ich sie gerne hätte. Ich kann auf keine Zeit zurückblicken, in der ich mich besser ernährt hätte.",sustain,0.933506190776825,Reason,0.997215151786804,ability,0.503061711788177,Affirmation,2023-08-09 13:07:05.162006,"Es ist bemerkenswert, dass du bereits Fortschritte in Bezug auf eine gesündere Ernährung gemacht hast und den Ehrgeiz hast, diese weiter zu verbessern. Es zeigt deine Entschlossenheit und deinen Willen, in diesem Bereich besser zu werden.",gut/hilfreich,okay,33,,,,,
57,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1247,10,2023-08-09 13:07:40.260767,"okay, cool",change,0.998190343379974,Reason,0.726590871810913,General Reason,0.991207718849182,Summary,2023-08-09 13:08:02.178475,"Lass mich unser bisheriges Gespräch zusammenfassen. Du möchtest dich gesünder ernähren, um ein besseres Körpergefühl zu haben und mit deinem Körper zufriedener zu sein. Deine Motivation für diese Veränderung bewertest du momentan mit einer 5 auf einer Skala von 0 bis 10, was zeigt, dass du nicht vollständig davon überzeugt bist. Du hast Schwierigkeiten, diese gesunde Ernährung konsequent durchzuführen, besonders nach einem langen und anstrengenden Arbeitstag, wenn du wenig Zeit und Energie hast. In diesen Momenten greifst du oft zu ungesünderen Optionen wie Tiefkühlpizza. Du bist dir bewusst, dass dies deinem Trainingsziel und deiner Körpervorstellung entgegenwirkt. Trotzdem siehst du deine Ernährung im Vergleich zu früher als verbess Habe ich noch etwas vergessen?",gut/hilfreich,gute Zusammenfassung,2,,,,,
58,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1249,11,2023-08-09 13:09:09.160718,Das trifft es recht gut,change,0.962035477161407,Reason,0.998631298542023,General Reason,0.993345260620117,Next Steps,2023-08-09 13:09:10.87449,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Bisher kein einziger Vorschlag/Verbesserung,5,,,,,
59,framework,107,5a06ebf2c259f300017656ee,gesünder essen,8,1250,12,2023-08-09 13:10:35.312163,Nach Zeitsparenden und gleichzeitig gesunden Alternativen suchen,change,0.99914824962616,Commitment,0.730929613113403,,,Goodbye,2023-08-09 13:10:37.023946,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,7,,,,,
276,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1238,1,2023-08-09 13:01:43.500611,start,,0.0,,0.0,,0.0,,2023-08-09 13:01:45.137171,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
277,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1239,2,2023-08-09 13:02:15.76374,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-09 13:02:17.420237,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
278,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1241,3,2023-08-09 13:03:54.524788,Ich erhoffe mir dadurch produktiver zu sein und mehr Geld zu verdienen.,,0.0,,0.0,,0.0,,2023-08-09 13:03:57.874831,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,12,,,,,
279,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1242,4,2023-08-09 13:04:07.337015,10,,0.0,,0.0,,0.0,,2023-08-09 13:04:09.018079,Eine 10. Das klingt als stündest du dieser Veränderung sehr zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 9 oder weniger angegeben?,,,1,,,,,
280,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1244,5,2023-08-09 13:05:23.165842,"Ich denke, dass das Ziel erreichbar ist und ich nur mein Verhalten ändern muss. Ich brauche jedoch Hilfe und Anregungen dabei dieses Ziel zu erreichen.",change,0.999342739582062,Reason,0.999089360237122,need,0.990514755249023,,2023-08-09 13:05:36.828471,"Das ist eine sehr positive Einstellung. Du bist dir bewusst, dass du dein Verhalten ändern musst und bist bereit, Hilfe anzunehmen. 

Nun, auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie zuversichtlich bist du, dass du in der Lage bist, diese Veränderung durchzuführen",gut/hilfreich,,25,,,1,,
281,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1245,6,2023-08-09 13:06:50.861105,10,change,0.957953929901123,Reason,0.466167658567429,General Reason,0.419834792613983,,2023-08-09 13:07:00.889985,"Das klingt super, du bist sehr zuversichtlich! Du hast eine 10 angegeben, was bedeutet, dass du dir ziemlich sicher bist, dass du dies schaffen kannst. Warum hast du 10 gewählt und nicht eine niedrigere Zahl",gut/hilfreich,,1,,,,,
282,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1248,7,2023-08-09 13:08:29.46439,"Ich bin motiviert und geduldig. Ich denke, dass das optimale Voraussetzungen sind um mein Ziel zu erreichen.",change,0.999255239963531,Reason,0.999103963375092,General Reason,0.995389699935913,,2023-08-09 13:08:41.859258,"Das klingt großartig. Deine Motivation und Geduld sind definitiv Schlüsselattribute, um dein Ziel zu erreichen. 

Jetzt, da wir deine Motivation und dein Selbstvertrauen in Bezug auf diese Verhaltensänderung besprochen haben, lass uns über mögliche Strategien sprechen, die dir helfen könnten, weniger zu prokrastinieren.

Was glaubst du, könnten hilfreiche Schritte oder",gut/hilfreich,,17,,,,,
283,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1251,8,2023-08-09 13:10:35.851454,"Ich denke, dass ich weniger Zeit mit Tätigkeiten verbringen sollte, welche keine finanzielle Entlohnung bieten.",change,0.998684346675873,Reason,0.998758792877197,need,0.855868875980377,,2023-08-09 13:10:47.583019,"Das klingt nach einem guten Anfang. Es könnte hilfreich sein, eine Liste der Tätigkeiten zu erstellen, die du als Ablenkung empfindest und dann zu überlegen, wie du diese reduzieren kannst.

Gibt es noch andere Strategien oder Veränderungen, die du in Betracht ziehst",gut/hilfreich,,15,1,Advise,Action-Oriented Guidance,,
284,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1254,9,2023-08-09 13:12:56.05734,"Nein, aber vielleicht kannst du mir konkrete Vorschläge unterbreiten?",change,0.999105513095856,Reason,0.676830768585205,ability,0.407517671585083,,2023-08-09 13:13:08.884277,"Natürlich, hier sind ein paar konkrete Vorschläge, die dir helfen könnten:

1. Setze dir tägliche Ziele: Schreibe auf, was du jeden Tag erreichen möchtest. Das hilft dir, fokussiert zu bleiben und deine Zeit effektiv zu nutzen.

2. Nutze eine Zeiterfassungs-App: Es gibt viele Apps, die dir helfen können, zu verfolgen, wie du deine Zeit ver",gut/hilfreich,,9,1,Advise,Action-Oriented Guidance,,
285,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1258,10,2023-08-09 13:16:04.550573,"Ich denke, dass das Aufschreiben der täglichen Ziele und die Nutzung einer Zeiterfassungs-App Zeitverschwendung sind und diese Vorschläge mich eher davon abhalten in dieser Zeit produktiv zu sein.",sustain,0.670406877994537,Reason,0.996794164180756,General Reason,0.98040372133255,Summary,2023-08-09 13:16:28.379492,"Lass mich unser bisheriges Gespräch zusammenfassen. Du bist entschlossen, weniger zu prokrastinieren, und hoffst, dass du dadurch produktiver wirst und mehr Geld verdienst. Du bewertest dein Interesse an dieser Veränderung und dein Vertrauen in deine Fähigkeit, sie durchzuführen, jeweils mit der höchsten Punktzahl von 10. Du fühlst dich motiviert und geduldig und glaubst, dass dies die optimalen Voraussetzungen sind, um dein Ziel zu erreichen. Eine Strategie, die du in Betracht ziehst, ist die Verringerung der Zeit, die du mit nicht-finanziell belohnenden Aktivitäten verbringst. Du hast jedoch Bedenken geäußert, dass einige vorgeschlagene Taktiken, wie das Aufschreiben täglicher Ziele oder das Nutzen einer Zeiterfassungs-App Habe ich noch etwas vergessen?",gut/hilfreich,,28,,,,,
286,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1261,11,2023-08-09 13:18:21.247562,"Nein, du hast nichts vergessen. Du hast es gut zusammengefasst. Ich empfinde deine Vorschläge jedoch bisher als wenig hilfreich.",change,0.561619520187378,Reason,0.978815913200378,ability,0.950340032577515,Next Steps,2023-08-09 13:18:22.983671,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,19,,,,,
287,no_system,108,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,5,1262,12,2023-08-09 13:20:08.549072,"Ich werde als nächstes eine Tätigkeit ausführen, die mich für den Zeitaufwand finanziell entlohnt.",change,0.999350011348724,Commitment,0.998941957950592,,,Goodbye,2023-08-09 13:20:10.773663,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,14,,,,,
832,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1252,1,2023-08-09 13:12:02.474497,start,,0.0,,0.0,,0.0,,2023-08-09 13:12:04.075943,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
833,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1253,2,2023-08-09 13:12:34.320333,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-09 13:12:35.905447,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
834,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1255,3,2023-08-09 13:13:18.336249,Ich könnte als faul angesehen werden weil Aufgaben vor mir herschiebe,,0.0,,0.0,,0.0,,2023-08-09 13:13:21.461397,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,11,,,,,
835,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1256,4,2023-08-09 13:13:29.818767,1,,0.0,,0.0,,0.0,,2023-08-09 13:13:31.392839,Eine 1. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
836,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1257,5,2023-08-09 13:14:11.197016,Der derzeitige Zustand ist bequem. ,change,0.974753856658936,Reason,0.999235391616821,General Reason,0.996526658535004,Digging Deep,2023-08-09 13:14:20.892976,"Der derzeitige Zustand scheint für dich bequem zu sein. Was genau an diesem Zustand findest du bequem und was könnte dich dazu bewegen, diese Bequemlichkeit aufzugeben",gut/hilfreich,Selber zu reflektieren was zu einer Verhaltensänderung beitragen könnte ist sinnvoll. Dazu gehört das hinterfragen der Vorteile des Zustands.,5,,,,,
837,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1259,6,2023-08-09 13:16:32.393661,Wie geht es hier weiter?,change,0.998504757881165,Commitment,0.975140035152435,,,Hypothetical,2023-08-09 13:16:41.382021,"Stell dir vor, du würdest morgen aufwachen und hättest nicht mehr das Bedürfnis, Aufgaben aufzuschieben. Wie würde sich das auf deinen Alltag auswirken",gut/hilfreich,Ich würde meine Ziele schneller erreichen,5,,,,,
838,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1260,7,2023-08-09 13:18:10.39616,Ich hänge hier fest.,change,0.997832715511322,Reason,0.788320899009705,General Reason,0.967317819595337,Digging Deep,2023-08-09 13:18:20.425828,"Es scheint, als hättest du Schwierigkeiten, dir vorzustellen, wie sich ein Tag ohne Prokrastination anfühlen würde. Was glaubst du, könnte dir helfen, diese Vorstellung besser zu greifen",schlecht/unpassend,"Nein, ich kann mir das gut vorstellen. Deshalb ist es ja auch mein Ziel.",4,,,,,
839,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1269,8,2023-08-09 13:31:49.70601,Ich warte auf Antwort,change,0.998613238334656,Commitment,0.998466491699219,,,Hypothetical,2023-08-09 13:31:58.396248,"Stell dir vor, du hast einen Tag ohne Prokrastination hinter dir. Was wäre anders am Ende dieses Tages im Vergleich zu einem Tag, an dem du aufgeschobene Aufgaben hattest",schlecht/unpassend,Ich weiß was mich erwartet nach einem Tag ohne Prokrastination. Ich hätte mehr erledigt.,4,,,,,
840,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1270,9,2023-08-09 13:33:32.302436,Ich hätte mehr erledigt,change,0.988312184810638,Reason,0.982572197914124,ability,0.833412706851959,Digging Deep,2023-08-09 13:33:36.949341,Du hättest also mehr erledigt. Wie würde sich das auf deine Gefühle und Gedanken auswirken,gut/hilfreich,Immer weiter fragen bringt nichts,4,,,,,
841,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1271,10,2023-08-09 13:34:29.406383,Ich würde mich gut fühlen,change,0.998995959758759,Reason,0.998861789703369,General Reason,0.992717623710632,Summary,2023-08-09 13:34:46.795729,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also das Bedürfnis, weniger zu prokrastinieren und befürchtest, als faul angesehen zu werden, wenn du Aufgaben vor dir herschiebst. Der derzeitige Zustand erscheint dir jedoch bequem, weshalb deine Motivation zur Veränderung momentan gering ist. Du kannst dir vorstellen, dass du dich gut fühlen würdest, wenn du mehr erledigen könntest, aber du bist dir unsicher, wie du dies erreichen kannst. Habe ich noch etwas vergessen?",gut/hilfreich,Gute Zusammenfassung,5,,,,,
842,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1273,11,2023-08-09 13:36:08.760259,Gute zusammengefasst. Nichts vergessen.,change,0.995847165584564,Reason,0.884171307086945,General Reason,0.969458520412445,Next Steps,2023-08-09 13:36:10.435114,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Nochmal erinnern hilft,4,,,,,
843,framework,109,607079a28a504f214dfd77b8,weniger prokrastinieren,2,1274,12,2023-08-09 13:37:15.859328,Warten bis die Motivation zur Änderung steigt,change,0.832791984081268,Reason,0.997084319591522,General Reason,0.990794122219086,Goodbye,2023-08-09 13:37:17.537618,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,7,,,,,
940,no_system,110,60c613b99924bb019124b785,gesünder essen,5,1263,1,2023-08-09 13:24:57.59826,start,,0.0,,0.0,,0.0,,2023-08-09 13:25:00.032728,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
941,no_system,110,60c613b99924bb019124b785,gesünder essen,5,1264,2,2023-08-09 13:25:40.703915,Ich möchte mich gesünder ernähren,,0.0,,0.0,,0.0,,2023-08-09 13:25:43.005202,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,5,,,,,
942,no_system,110,60c613b99924bb019124b785,gesünder essen,5,1265,3,2023-08-09 13:26:56.700207,"Mir ist die Veränderung wichtig, weil ich ein gesundes Leben führen möchte.",,0.0,,0.0,,0.0,,2023-08-09 13:27:00.883956,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,12,,,,,
943,no_system,110,60c613b99924bb019124b785,gesünder essen,5,1266,4,2023-08-09 13:27:11.329275,6,,0.0,,0.0,,0.0,,2023-08-09 13:27:13.577735,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
944,no_system,110,60c613b99924bb019124b785,gesünder essen,5,1267,5,2023-08-09 13:28:43.968992,"Ich möchte mich generell schon gesünder ernähren, wenn ich aber in stressigen Situationen bin ist es oft nicht so möglich.",change,0.961499452590942,Reason,0.999243855476379,desire,0.990951657295227,,2023-08-09 13:28:52.114141,"Es scheint also, dass deine Motivation zur gesunden Ernährung unter Stress leidet. Das ist verständlich und vielen Menschen geht es ähnlich. Was könnten Schritte sein, dich auch in stressigen Zeiten gesund zu ernähren",gut/hilfreich,"Ich finde es gut wie der chatbot mir den Grund nochmal klarmacht. Es wäre aber schön, Anweisungen zum Handeln zu bekommen.",20,,,,,
